"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/all_with_default_time.csv --bytes --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
9.148,2.882,87.845,0.125,0,0,532480,0,0,0,162,0,1.100,1.170,1.240,5361717248,2694713344,7918497792,11050270720,6944,8907,0,0,0,0,14,108527616,914878464,2732,6163,0,14112,182144,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,827,1455,7331,0,0,0,0,0,159503,3141,495058,22688
9.649,3.133,87.218,0,0,0,0,0,0,0,131,0,1.100,1.170,1.240,5361004544,2694836224,7919087616,11050393600,7836,10440,0,0,0,0,0,108527616,914878464,2641,6013,0,14176,182146,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,966,1961,1520,0,0,0,0,0,159503,3141,495088,22688
9.673,2.261,87.940,0.126,0,0,0,0,0,0,115,0,1.100,1.170,1.240,5359837184,2694889472,7920201728,11163004928,6184,7646,1,0,0,0,0,108527616,914878464,2641,6799,0,14112,182214,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,6760,8586,7583,0,0,0,0,0,159503,3141,495101,22688
10.945,2.612,86.318,0.124,0,0,0,0,0,0,122,0,1.170,1.180,1.250,5363830784,2689892352,7921201152,11159130112,6690,8286,0,0,9,0,0,108527616,914878464,2729,7982,0,14112,182171,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,1,1940,2755,2414,0,0,0,0,0,159503,3141,493881,22688
8.449,2.522,88.525,0.504,0,0,3194880,0,0,0,122,0,1.170,1.180,1.250,5364871168,2688917504,7921135616,11158155264,6314,8146,0,0,0,0,38,108527616,914878464,2477,5833,0,14112,182173,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,41,962,982,0,0,0,0,0,159503,3141,493643,22688
8.897,2.506,88.596,0,0,0,851968,0,0,0,117,0,1.170,1.180,1.250,5365346304,2688311296,7921266688,11157549056,6184,7646,0,0,0,0,16,108527616,914878464,2526,5871,0,14080,182173,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,155,617,996,0,0,0,0,0,159503,3141,493495,22688
8.145,3.008,88.722,0.125,0,0,0,0,0,0,147,0,1.170,1.180,1.250,5365448704,2690506752,7918968832,11156242432,6573,8322,0,0,0,0,0,108527616,914878464,2535,5728,0,14080,182145,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,36,514,2135,0,0,0,0,0,159503,3141,494031,22688
7.885,3.129,88.986,0,0,0,0,0,0,0,122,0,1.170,1.180,1.250,5365866496,2690088960,7918968832,11155824640,6448,7832,1,0,0,0,0,108527616,914878464,2444,5783,0,14112,182145,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,78,542,521,0,0,0,0,0,159503,3141,493876,22688
8.025,2.803,89.045,0.127,0,0,0,0,0,0,121,0,1.160,1.180,1.250,5367447552,2688954368,7918522368,11153362944,6294,7958,0,0,8,0,0,108527616,914878464,2704,7393,0,14112,182109,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,1653,2396,3087,0,0,0,0,0,159503,3141,493596,22688
10.240,2.781,86.979,0,0,0,0,0,0,0,138,0,1.160,1.180,1.250,5384208384,2671333376,7919382528,11138359296,8365,12974,2,0,0,0,0,108527616,914878464,2809,7687,0,14176,182178,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,7994,9722,3095,0,0,0,0,0,159503,3141,489350,22688
10.349,2.494,86.783,0.374,0,0,8257536,0,0,0,132,0,1.160,1.180,1.250,5257203712,2796224512,7921491968,11134050304,21786,9101,0,0,0,0,80,108527616,914878464,2661,6971,0,14144,182183,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,1126,3349,35061,0,0,0,0,0,159503,3141,519841,22688
9.441,2.981,87.453,0.124,0,0,0,0,0,0,131,0,1.160,1.180,1.250,5258018816,2794344448,7922556928,11131772928,7464,11196,0,0,0,0,0,108527616,914878464,2553,5737,0,14144,182184,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,102,1343,1281,0,0,0,0,0,159503,3141,520278,22688
8.657,2.258,88.959,0.125,0,0,0,0,0,0,152,0,1.160,1.180,1.250,5255622656,2797539328,7921758208,11134967808,7150,8090,2,0,0,0,0,108527616,914878464,2441,5866,0,14144,182183,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,52,539,801,0,0,0,0,0,159503,3141,520162,22688
8.238,2.915,88.847,0,0,0,0,0,0,0,140,0,1.220,1.190,1.250,5253206016,2802511872,7919202304,11137634304,12108,17783,0,0,9,0,0,108527616,914878464,2587,7889,0,14144,182155,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,1527,2502,3388,0,0,0,0,0,159503,3141,521411,22688
7.663,3.266,88.945,0.126,0,0,0,0,0,0,138,0,1.220,1.190,1.250,5253730304,2801979392,7919210496,11137101824,9721,12484,1,0,0,0,0,108527616,914878464,2463,5707,0,14112,182154,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,42,496,503,0,0,0,0,0,159503,3141,521246,22688
7.955,2.904,88.889,0.253,0,16384,5201920,0,0,0,118,0,1.220,1.190,1.250,5253742592,2801455104,7919722496,11135520768,6258,7646,2,0,1,4,78,108527616,914878464,2657,6011,0,14112,182166,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,1,567,1669,1978,0,0,0,0,0,159503,3141,521118,22688
9.649,2.757,87.469,0.125,0,0,0,0,0,0,129,0,1.220,1.190,1.250,5254979584,2800590848,7919349760,11133485056,6907,8833,1,0,0,0,0,108527616,914878464,2691,6270,0,14080,182187,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,220,901,1785,0,0,0,0,0,159503,3141,520907,22688
10.986,2.372,86.642,0,0,0,0,0,0,0,120,0,1.220,1.190,1.250,5267976192,2783920128,7923019776,11120820224,6184,7764,0,0,0,0,0,108527616,914878464,2662,7096,0,14112,182239,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,5944,8023,1698,0,0,0,0,0,159503,3141,516837,22688
8.156,4.015,87.704,0.125,0,0,0,0,0,0,145,0,1.210,1.190,1.250,5267980288,2785099776,7921836032,11120746496,6481,7833,1,0,7,0,0,108527616,914878464,2634,6826,0,14112,182200,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,1410,1932,2448,0,0,0,0,0,159503,3141,517125,22688
8.942,2.771,88.161,0.126,0,0,704512,0,0,0,148,0,1.210,1.190,1.250,5269147648,2783940608,7921827840,11119538176,23271,14271,0,0,1,0,48,108527616,914878464,2821,7051,0,14080,182194,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,1706,2374,2371,0,0,0,0,0,159503,3141,516842,22688
10.250,3,86.750,0,0,0,8347648,0,0,0,157,0,1.210,1.190,1.250,5276274688,2779123712,7919517696,11112419328,38664,15996,1,0,0,0,230,108527616,914878464,2752,7369,0,14048,182166,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,1032,2625,2391,0,0,0,0,0,159503,3141,515666,22688
8.772,3.008,88.095,0.125,0,0,0,0,0,0,133,0,1.210,1.190,1.250,5274726400,2785968128,7914221568,11111968768,10231,10563,1,0,0,0,0,108527616,914878464,2509,6023,0,14048,181056,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,463,1622,3401,0,0,0,0,0,159503,3141,517337,22688
8.219,3.362,88.294,0.125,0,0,1933312,0,0,0,116,0,1.210,1.190,1.250,5275893760,2784276480,7914745856,11110367232,6184,7646,2,0,0,0,42,108527616,914878464,2423,5685,0,14048,181057,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,76,676,514,0,0,0,0,0,159503,3141,516924,22688
10.461,2.740,86.675,0.125,0,0,294912,0,0,0,120,0,1.110,1.170,1.240,5276491776,2783801344,7914622976,11109502976,6710,8234,1,0,1,0,32,108527616,914878464,2586,6494,0,14080,181089,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,2687,3551,2702,0,0,0,0,0,159503,3141,516557,22688
10.831,2.015,87.028,0.126,0,0,0,0,0,0,158,0,1.110,1.170,1.240,5291585536,2766630912,7916699648,11098419200,6294,7840,0,0,8,0,0,108527616,914878464,2699,8300,0,14080,181053,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,6012,8169,2263,0,0,0,0,0,159503,3141,512616,22688
7.878,3.304,88.818,0,0,0,14082048,0,0,0,119,0,1.110,1.170,1.240,5294804992,2763411456,7916699648,11095224320,6240,8059,0,0,0,0,1942,108527616,914878464,4055,10934,0,14080,181053,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,211,2304,2617,0,0,0,0,0,159503,3141,511830,22688
7.945,2.270,89.660,0.126,0,0,0,0,0,0,122,0,1.110,1.170,1.240,5295206400,2763010048,7916699648,11094822912,6519,8339,1,0,0,0,0,108527616,914878464,2508,5734,0,14080,181053,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,122,594,657,0,0,0,0,0,159503,3141,511732,22688
8.842,2.615,88.543,0,0,0,0,0,0,0,124,0,1.110,1.170,1.240,5294501888,2766000128,7914414080,11095515136,6424,7840,1,0,0,0,0,108527616,914878464,2498,5734,0,14080,181025,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,7,1,25,13,56,975,55,920,0,93,552,1070,0,0,0,0,0,159503,3141,512462,22688
8.438,2.897,88.539,0.126,0,24576,0,0,0,0,122,0,1.340,1.220,1.260,5295132672,2765352960,7914430464,11094671360,8307,7975,0,0,1,6,0,108527616,914878464,2648,5950,0,14080,181025,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,991,1152,1109,0,0,0,0,0,159503,3141,512249,22688
9.227,2.993,87.656,0.125,0,0,0,0,0,0,131,0,1.340,1.220,1.260,5297573888,2762379264,7914962944,11091705856,6938,8575,0,0,8,0,0,108527616,914878464,2645,6987,0,14080,181027,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,6,1,25,13,56,975,55,920,0,1371,2134,2362,0,0,0,0,0,159503,3141,511578,22688
9.824,4.030,86.020,0.126,0,0,11108352,0,0,0,188,0,1.340,1.220,1.260,5300457472,2759692288,7914766336,11105796096,23312,14592,1,0,0,0,550,108527616,914878464,2912,7446,0,14080,181051,0,0,5,83,12,13,82,0,1206,29,33,0,0,7,26,1,6,1,25,13,56,975,55,920,0,2102,4900,5880,0,0,0,0,0,159503,3141,512061,22688
12.830,3.522,83.522,0.126,0,0,2596864,0,0,0,145,0,1.340,1.220,1.260,5421584384,2630602752,7922728960,10998927360,24095,13693,0,0,0,0,68,108527616,914878464,4148,36695,0,14048,182126,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,7,0,25,13,56,975,55,920,0,33552,55414,20155,0,0,0,0,0,159503,3141,479406,22688
8.376,2.411,89.213,0,0,0,0,0,0,0,120,0,1.340,1.220,1.260,5447225344,2603118592,7924572160,10972844032,6469,7840,1,0,1,0,0,108527616,914878464,2530,6404,0,13984,182174,0,0,5,83,12,13,82,0,1211,28,39,0,0,7,27,0,7,0,25,14,56,975,55,920,0,6730,8276,1475,0,0,0,0,0,159503,3141,472570,22688
9.114,3.121,87.640,0.125,0,0,0,0,0,0,146,0,1.390,1.230,1.260,5452279808,2601680896,7920955392,10968928256,14115,14846,0,0,0,0,0,108527616,914878464,2647,5955,0,14016,182145,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,289,1151,2888,0,0,0,0,0,159503,3141,472345,22688
8.281,2.635,88.959,0.125,0,0,0,0,0,0,122,0,1.390,1.230,1.260,5453533184,2600476672,7920906240,10967736320,6184,7646,0,0,8,0,0,108527616,914878464,2546,6855,0,14048,182144,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,1315,1887,1872,0,0,0,0,0,159503,3141,472051,22688
8.908,2.760,88.331,0,0,0,9347072,0,0,0,121,0,1.390,1.230,1.260,5455904768,2598100992,7920906240,10965364736,6535,8287,0,0,0,0,378,108527616,914878464,2652,6069,0,14048,182144,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,72,1690,1684,0,0,0,0,0,159503,3141,471471,22688
8.603,2.868,88.404,0.125,0,0,802816,0,0,0,163,0,1.390,1.230,1.260,5456244736,2597183488,7921483776,10964447232,6887,8128,0,0,0,0,32,108527616,914878464,2643,5852,0,14048,182146,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,38,786,644,0,0,0,0,0,159503,3141,471247,22688
9.181,3.474,87.221,0.124,0,0,0,0,0,0,124,0,1.390,1.230,1.260,5453197312,2600439808,7921274880,10999963648,6461,8169,1,0,0,0,0,108527616,914878464,2605,6121,0,14080,182168,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,1227,1798,1842,0,0,0,0,0,159503,3141,472042,22688
10.818,1.635,87.547,0,0,0,0,0,0,0,123,0,1.360,1.230,1.260,5435052032,2616406016,7923453952,11006480384,6481,7833,0,0,0,0,0,108527616,914878464,2615,7012,0,14048,182182,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,672,1811,3802,0,0,0,0,0,159503,3141,475940,22688
8.897,3.008,87.970,0.125,0,0,0,0,0,0,125,0,1.360,1.230,1.260,5429743616,2620395520,7924772864,10998525952,6616,8126,1,0,8,0,0,108527616,914878464,2649,7395,0,14080,182228,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,6,0,25,14,56,975,55,920,0,3927,5649,11362,0,0,0,0,0,159503,3141,480776,22688
7.654,3.513,88.833,0,0,0,7684096,0,0,0,123,0,1.360,1.230,1.260,5416407040,2633728000,7924776960,10992402432,6294,7821,0,0,1,0,68,108527616,914878464,2590,6137,0,14080,182228,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,6,0,25,14,56,975,55,920,0,476,1600,1581,0,0,0,0,0,159503,3141,480169,22688
9.352,3.367,87.157,0.125,0,0,729088,0,0,0,136,0,1.360,1.230,1.260,5417111552,2633031680,7924768768,10991706112,7889,12242,1,0,0,0,24,108527616,914878464,2668,6549,0,14080,182229,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,312,818,677,0,0,0,0,0,159503,3141,479999,22688
8.030,3.513,88.206,0.251,0,0,638976,0,0,0,171,0,1.360,1.230,1.260,5420613632,2631831552,7922466816,10988195840,21876,9268,1,0,0,0,90,108527616,914878464,2654,6051,0,14048,182202,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,76,688,1192,0,0,0,0,0,159503,3141,479706,22688
8.481,2.278,89.114,0.127,0,0,581632,0,0,0,132,0,1.330,1.220,1.260,5421457408,2630365184,7923089408,10990977024,7115,8999,1,0,0,0,14,108527616,914878464,2617,5872,0,14016,182203,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,444,1126,1280,0,0,0,0,0,159503,3141,479414,22688
9.045,3.266,87.563,0.126,0,0,0,0,0,0,116,0,1.330,1.220,1.260,5419720704,2632368128,7922823168,10991390720,6184,7783,1,0,8,0,0,108527616,914878464,2548,7398,0,14048,182224,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,1814,2581,3024,0,0,0,0,0,159503,3141,479837,22688
11.236,1.873,86.891,0,0,0,8192,0,0,0,121,0,1.330,1.220,1.260,5417365504,2632593408,7924953088,10993733632,6494,8100,0,0,0,0,2,108527616,914878464,2652,6849,0,14016,182229,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,222,1189,597,0,0,0,0,0,159503,3141,479892,22688
8.816,2.141,88.917,0.126,0,0,0,0,0,0,127,0,1.330,1.220,1.260,5417459712,2632404992,7925047296,10993664000,7011,8687,0,0,0,0,0,108527616,914878464,2583,5813,0,14080,182242,0,0,5,83,12,13,82,0,1209,29,33,0,0,7,28,0,7,0,25,14,56,977,55,922,0,158,738,607,0,0,0,0,0,159503,3141,479846,22688
8.978,2.868,88.155,0,0,0,0,0,0,0,122,0,1.330,1.220,1.260,5416177664,2634608640,7924125696,10994962432,6529,7904,0,0,0,0,0,108527616,914878464,2666,6386,0,14144,182257,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,8,0,25,14,56,975,55,920,0,1489,3165,2328,0,0,0,0,0,159503,3141,480384,22688
8.060,2.897,88.917,0.126,0,0,581632,0,0,0,149,0,1.230,1.200,1.250,5416079360,2634706944,7924125696,10995097600,6294,7958,1,0,0,0,20,108527616,914878464,2494,5964,0,14144,182257,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,8,0,25,14,56,975,55,920,0,217,727,905,0,0,0,0,0,159503,3141,480408,22688
8.794,3.141,88.065,0,0,0,0,0,0,0,125,0,1.230,1.200,1.250,5417979904,2632785920,7924146176,10993197056,6783,8455,0,0,8,0,0,108527616,914878464,2666,7008,0,14112,182257,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,1828,2296,1901,0,0,0,0,0,159503,3141,479939,22688
8.396,2.882,88.596,0.125,0,0,0,0,0,0,119,0,1.230,1.200,1.250,5418115072,2632126464,7924670464,10992537600,6314,7646,0,0,0,0,0,108527616,914878464,2479,5815,0,14112,182258,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,38,1639,1499,0,0,0,0,0,159503,3141,479531,22688
9.975,2.868,87.032,0.125,0,0,7979008,0,0,0,134,0,1.230,1.200,1.250,5409603584,2640064512,7925243904,10995249152,8632,86738,1,0,1,0,78,108527616,914878464,2656,6754,0,14112,182269,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,3156,4123,4697,0,0,0,0,0,159503,3141,481716,22688
10.818,1.887,87.296,0,0,0,0,0,0,0,151,0,1.230,1.200,1.250,5410025472,2637283328,7927603200,10997420032,24664,22369,0,0,1,0,0,108527616,914878464,2739,7792,0,14048,182275,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,8,0,25,14,56,975,55,920,0,859,2328,1350,0,0,0,0,0,159503,3141,481037,22688
9.938,2.733,87.205,0.124,0,0,1777664,0,0,0,121,0,1.130,1.180,1.250,5412962304,2635059200,7926890496,10996989952,7170,7966,0,0,0,0,30,108527616,914878464,2643,6153,0,14080,182284,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,8,0,25,14,56,975,55,920,0,723,1526,1705,0,0,0,0,0,159503,3141,480494,22688
8.931,4.277,86.667,0.126,0,0,0,0,0,0,150,0,1.130,1.180,1.250,5415219200,2631663616,7928029184,11115712512,6184,7901,3,0,15,0,0,108527616,914878464,2819,9585,0,14080,182340,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,8,0,25,14,56,975,55,920,0,8560,10205,9941,0,0,0,0,0,159503,3141,479665,22688
7.635,3.004,89.362,0,0,0,0,0,0,0,121,0,1.130,1.180,1.250,5417738240,2631208960,7925964800,11113127936,6184,7514,0,0,4,0,0,108527616,914878464,2492,6322,0,14112,182309,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,8,0,25,14,56,975,55,920,0,62,517,1450,0,0,0,0,0,159503,3141,479498,22688
6.997,3.053,89.822,0.127,0,0,7962624,0,0,0,123,0,1.130,1.180,1.250,5418795008,2630332416,7925784576,11112071168,6703,8680,0,0,0,0,104,108527616,914878464,2501,5905,0,14112,182308,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,8,0,25,14,56,975,55,920,0,37,1494,1786,0,0,0,0,0,159503,3141,479224,22688
8.761,2.628,88.486,0.125,0,0,0,0,0,0,119,0,1.130,1.180,1.250,5419180032,2629419008,7926312960,11111161856,6184,7646,0,0,0,0,0,108527616,914878464,2597,5742,0,14144,182310,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,8,0,25,14,56,975,55,920,0,171,703,544,0,0,0,0,0,159503,3141,479117,22688
9.296,2.638,88.065,0,0,0,794624,0,0,0,123,0,1.040,1.160,1.240,5418799104,2630328320,7925784576,11112607744,6425,7970,1,0,0,0,12,108527616,914878464,2564,6068,0,14144,182331,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,8,0,25,14,56,975,55,920,0,357,1113,2309,0,0,0,0,0,159503,3141,479217,22688
10.638,2.503,86.733,0.125,0,0,0,0,0,0,127,0,1.040,1.160,1.240,5414285312,2632511488,7928115200,11133657088,7105,8880,1,0,8,0,0,108527616,914878464,2596,7847,0,14112,182336,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,2466,3632,3684,0,0,0,0,0,159503,3141,479754,22688
8.020,3.383,88.596,0,0,0,0,0,0,0,156,0,1.040,1.160,1.240,5372108800,2680000512,7922802688,11135086592,6184,7788,2,0,8,0,0,108527616,914878464,2619,7037,0,14112,181226,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,726,1406,13098,0,0,0,0,0,159503,3141,491466,22688
8.271,4.261,87.343,0.125,0,0,15155200,0,0,0,126,0,1.040,1.160,1.240,5365956608,2686062592,7922892800,11134197760,7052,8214,0,0,0,0,1992,108527616,914878464,4020,10915,0,14112,181236,0,0,5,83,12,13,82,0,1206,28,33,0,0,7,27,0,7,0,25,14,56,975,55,920,0,907,3137,4701,0,0,0,0,0,159503,3141,492890,22688
8.105,3.865,87.781,0.249,0,0,3227648,0,0,0,122,0,1.040,1.160,1.240,5384175616,2670039040,7920697344,11118350336,6314,8122,0,0,0,0,112,108527616,914878464,2633,6306,0,14112,181207,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,25,1,7,1,25,13,56,975,55,920,0,5299,7357,3854,0,0,0,0,0,159503,3141,489034,22688
8.647,3.133,88.221,0,0,0,0,0,0,0,152,0,0.950,1.140,1.230,5383811072,2670395392,7920705536,11118702592,23761,13992,0,0,0,0,0,108527616,914878464,2672,6829,0,14144,181205,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,260,716,830,0,0,0,0,0,159503,3141,489121,22688
8.809,3.846,87.221,0.124,0,0,0,0,0,0,137,0,0.950,1.140,1.230,5372022784,2681724928,7921164288,11123986432,17702,12719,0,0,9,0,0,108527616,914878464,2677,7205,0,14144,181205,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,2636,3768,7082,0,0,0,0,0,159503,3141,491824,22688
10.050,2.513,87.437,0,0,0,0,0,0,0,133,0,0.950,1.140,1.230,5367078912,2687012864,7920820224,11126984704,9246,10436,1,0,8,0,0,108527616,914878464,2798,7648,0,14144,181227,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,3221,4449,4330,0,0,0,0,0,159503,3141,493178,22688
10.845,1.513,87.516,0.126,0,0,7938048,0,0,0,154,0,0.950,1.140,1.230,5364084736,2687655936,7923171328,11130249216,6463,8128,0,0,0,0,522,108527616,914878464,3190,7977,0,14080,181232,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,392,2493,2027,0,0,0,0,0,159503,3141,493335,22688
7.925,3.145,88.805,0.126,0,0,0,0,0,0,128,0,0.950,1.140,1.230,5363154944,2688577536,7923179520,11131138048,6558,8384,1,0,0,0,34,108527616,914878464,2502,5713,0,14112,181232,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,79,629,1096,0,0,0,0,0,159503,3141,493560,22688
9.548,3.392,86.935,0.126,0,0,598016,0,0,0,123,0,1.200,1.190,1.250,5371731968,2675105792,7928074240,11018125312,6184,7906,0,0,0,0,0,108527616,914878464,3423,36232,0,14048,182302,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,34095,55508,48794,0,0,0,0,0,159503,3141,490235,22688
9.726,3.367,86.908,0,0,0,0,0,0,0,123,0,1.200,1.190,1.250,5392150528,2656698368,7926054912,11011969024,6726,8320,0,0,8,0,0,108527616,914878464,2712,7485,0,14080,182275,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,7,0,25,13,56,975,55,920,0,7530,9110,4813,0,0,0,0,0,159503,3141,485777,22688
8.250,3.125,88.500,0.125,0,0,0,0,0,0,115,0,1.200,1.190,1.250,5393801216,2654982144,7926120448,11010289664,6184,7783,0,0,8,0,0,108527616,914878464,2636,7133,0,14112,182275,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,7,0,25,13,56,975,55,920,0,1309,1891,1884,0,0,0,0,0,159503,3141,485358,22688
7.673,3.522,88.679,0.126,0,0,8822784,0,0,0,122,0,1.200,1.190,1.250,5399584768,2648674304,7926644736,11003981824,6815,12433,0,0,0,0,320,108527616,914878464,2630,6149,0,14112,182276,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,7,0,25,13,56,975,55,920,0,526,2464,2013,0,0,0,0,0,159503,3141,483818,22688
9.320,2.393,88.287,0,0,0,0,0,0,0,153,0,1.200,1.190,1.250,5376757760,2670723072,7927422976,11055054848,7942,8455,10,1,0,0,0,108527616,914878464,2597,6171,0,14112,182299,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,7,0,25,13,56,975,55,920,0,835,2395,8455,0,0,0,0,0,159503,3141,489083,22688
11.869,1.389,86.616,0.126,0,0,2605056,0,0,0,135,0,1.100,1.170,1.240,5380182016,2665951232,7928766464,11052662784,9409,15762,0,0,0,0,24,108527616,914878464,2779,7822,0,14144,182304,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,640,2109,1423,0,0,0,0,0,159503,3141,487917,22688
