"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --time --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dstat/all.csv 1 600",,,,"Date:","22 Mar 2023 22:03:09 -03"
"system","total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"time","usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","buff","cach","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
22-03 22:08:51,3.774,1.384,94.843,0,0,0,0,0,0,0,19,0,0.250,4.520,3.740,3240890368,2100457472,193712128,10594586624,396,446,1,0,1,0,0,1835008,1021571072,1203,2019,0,13152,350270,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,557,245,374,0,0,0,0,0,289051,3141,220428,22176,
22-03 22:08:52,3.287,1.264,95.322,0.126,0,0,0,0,0,0,18,0,0.250,4.520,3.740,3243749376,2104254464,193712128,10588196864,0,358,0,0,0,0,0,1835008,1021571072,1162,1874,0,13152,349151,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,43,273,1971,0,0,0,0,0,289051,3141,221387,22176,
22-03 22:08:53,4.918,2.018,92.812,0.252,0,0,0,0,0,0,38,0,0.250,4.520,3.740,3243773952,2104213504,193712128,10588188672,16385,5814,1,0,8,0,0,1835008,1021571072,1474,3922,0,13152,349150,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1366,1457,1597,0,0,0,0,0,289051,3141,221345,22176,
22-03 22:08:54,5.283,1.132,93.082,0.503,0,0,3743744,0,0,0,16,0,0.250,4.520,3.740,3242926080,2104496128,193716224,10589822976,876,126,0,0,0,0,534,1835008,1021571072,1533,3208,0,13152,349178,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,810,2160,970,0,0,0,0,0,289051,3141,221477,22176,
22-03 22:08:55,3.778,2.519,93.577,0.126,0,0,1613824,0,0,0,42,0,0.250,4.520,3.740,3241201664,2106159104,193728512,10588540928,0,0,0,0,8,0,34,1835008,1021571072,1459,3297,0,13152,349176,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1533,1618,1985,0,0,0,0,0,289051,3141,221634,22176,
22-03 22:08:56,4.020,1.131,94.849,0,0,0,0,0,0,0,15,0,0.230,4.440,3.720,3242450944,2104909824,193728512,10588807168,0,0,0,0,0,0,0,1835008,1021571072,1216,1967,0,13152,349177,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,31,255,146,0,0,0,0,0,289051,3141,221515,22176,
22-03 22:08:57,3.540,0.885,95.322,0.253,0,0,73728,0,0,0,16,0,0.230,4.440,3.720,3242680320,2104680448,193736704,10589057024,0,358,0,0,2,0,16,1835008,1021571072,1143,1935,0,13152,349177,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,99,141,112,0,0,0,0,0,289051,3141,221459,22176,
22-03 22:08:58,4.146,1.759,94.095,0,0,0,0,0,0,0,14,0,0.230,4.440,3.720,3242672128,2104680448,193736704,10588798976,0,0,1,0,8,0,0,1835008,1021571072,1259,3176,0,13152,349176,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1301,1410,1528,0,0,0,0,0,289051,3141,221459,22176,
22-03 22:08:59,3.639,1.004,95.107,0.251,0,0,180224,0,0,0,15,0,0.230,4.440,3.720,3243655168,2103652352,193744896,10589102080,0,0,1,0,0,0,22,1835008,1021571072,1162,1839,0,13152,349187,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,261,283,144,0,0,0,0,0,289051,3141,221208,22176,
22-03 22:09:00,4.161,1.261,94.578,0,0,0,0,0,0,0,14,0,0.230,4.440,3.720,3243655168,2103652352,193744896,10588741632,0,0,0,0,8,0,0,1835008,1021571072,1416,3400,0,13152,349185,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,8,1,17,7,56,874,54,820,0,1315,1443,1578,0,0,0,0,0,289051,3141,221208,22176,
22-03 22:09:01,4.161,1.135,94.578,0.126,0,0,0,0,0,0,56,0,0.210,4.370,3.700,3243790336,2103422976,193744896,10590216192,424,0,0,0,0,0,0,1835008,1021571072,1214,1991,0,13152,349207,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,8,1,17,7,56,874,54,820,0,390,856,607,0,0,0,0,0,289051,3141,221152,22176,
22-03 22:09:02,3.788,1.894,94.192,0.126,0,0,327680,0,0,0,11,0,0.210,4.370,3.700,3244261376,2102910976,193753088,10588917760,0,0,1,0,8,0,10,1835008,1021571072,1394,4098,0,13152,349208,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,8,1,17,7,56,874,54,820,0,1470,1358,1734,0,0,0,0,0,289051,3141,221027,22176,
22-03 22:09:03,4.391,1.506,93.977,0.125,0,0,114688,0,0,0,11,0,0.210,4.370,3.700,3244453888,2102685696,193761280,10589224960,0,358,1,0,5,0,18,1835008,1021571072,1210,2588,0,13152,349213,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,8,1,17,7,56,874,54,820,0,1702,1321,1083,0,0,0,0,0,289051,3141,221037,22176,
22-03 22:09:04,4.511,2.130,93.358,0,0,0,4571136,0,0,0,42,0,0.210,4.370,3.700,3241242624,2105896960,193761280,10588958720,17221,5940,0,0,4,0,504,1835008,1021571072,1497,4063,0,13152,349205,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,332,1127,1433,0,0,0,0,0,289051,3141,221637,22176,
22-03 22:09:05,3.750,2.375,93.750,0.125,0,0,0,0,0,0,15,0,0.210,4.370,3.700,3242242048,2104897536,193761280,10589224960,119,0,2,0,8,0,0,1835008,1021571072,1380,3204,0,13152,349206,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1334,1538,1405,0,0,0,0,0,289051,3141,221512,22176,
22-03 22:09:06,3.890,1.004,95.107,0,0,0,0,0,0,0,18,0,0.200,4.290,3.680,3241959424,2105171968,193761280,10588966912,167,187,0,0,0,0,0,1835008,1021571072,1116,1828,0,13152,349205,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,31,140,246,0,0,0,0,0,289051,3141,221638,22176,
22-03 22:09:07,4.020,1.256,94.598,0.126,0,0,0,0,0,0,56,0,0.200,4.290,3.680,3241717760,2105413632,193761280,10588708864,0,0,0,0,0,0,0,1835008,1021571072,1227,1912,0,13152,349205,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,259,531,131,0,0,0,0,0,289051,3141,221324,22176,
22-03 22:09:08,4.020,1.256,94.221,0.503,0,0,360448,0,0,0,17,0,0.200,4.290,3.680,3242995712,2104127488,193769472,10590040064,0,358,0,0,0,0,16,1835008,1021571072,1141,1855,0,13152,349217,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,635,666,849,0,0,0,0,0,289051,3141,221261,22176,
22-03 22:09:09,7.170,3.522,89.182,0.126,0,0,2564096,0,0,0,16,0,0.200,4.290,3.680,3455164416,1885720576,193789952,10594922496,0,0,0,0,8,0,96,1835008,1021571072,3273,36229,0,13152,350285,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,55311,77522,26329,0,0,0,0,0,289051,3141,168002,22176,
22-03 22:09:10,3.379,1.752,94.869,0,0,0,0,0,0,0,17,0,0.200,4.290,3.680,3455586304,1885208576,193789952,10595278848,152,0,0,0,8,0,0,1835008,1021571072,1237,3111,0,13152,350286,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1298,1537,1398,0,0,0,0,0,289051,3141,167751,22176,
22-03 22:09:11,3.755,1.377,94.743,0.125,0,0,0,0,0,0,19,0,0.180,4.220,3.660,3455799296,1884979200,193789952,10595287040,396,446,1,0,0,0,0,1835008,1021571072,1159,1855,0,13152,350285,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,8,1,17,7,56,874,54,820,0,251,122,243,0,0,0,0,0,289051,3141,167880,22176,
22-03 22:09:12,3.535,1.136,95.328,0,0,0,0,0,0,0,16,0,0.180,4.220,3.660,3456327680,1884450816,193789952,10595295232,0,0,0,0,0,0,0,1835008,1021571072,1056,1820,0,13152,350286,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,8,1,17,7,56,874,54,820,0,46,269,138,0,0,0,0,0,289051,3141,167629,22176,
22-03 22:09:13,3.639,1.380,94.856,0.125,0,0,0,0,0,0,45,0,0.180,4.220,3.660,3456008192,1884770304,193789952,10595028992,0,358,1,0,0,0,0,1835008,1021571072,1180,1989,0,13152,350288,0,0,6,56,12,10,58,0,1076,17,20,0,0,7,10,0,8,1,17,7,56,876,54,822,0,72,118,244,0,0,0,0,0,289051,3141,167707,22176,
22-03 22:09:14,5.310,2.908,91.530,0.253,0,0,0,0,0,0,63,0,0.180,4.220,3.660,3472093184,1867878400,193789952,10597175296,20593,13680,0,0,8,0,0,1835008,1021571072,1909,6312,0,13152,350335,0,0,6,56,12,10,58,0,1076,19,20,0,0,7,10,1,8,2,17,7,56,874,54,820,0,7928,10041,5209,0,0,0,0,0,289051,3141,163646,22176,
22-03 22:09:15,4.534,1.763,93.325,0.378,0,0,303104,0,0,0,37,0,0.180,4.220,3.660,3463565312,1876135936,193798144,10596098048,16963,4080,0,0,9,0,26,1835008,1021571072,1499,3435,0,13152,350342,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,8,1,17,7,56,874,54,820,0,2220,1879,4925,0,0,0,0,0,289051,3141,165662,22176,
22-03 22:09:16,4.035,1.009,94.956,0,0,0,0,0,0,0,14,0,0.250,4.170,3.650,3464081408,1875619840,193798144,10596622336,0,0,1,0,0,0,0,1835008,1021571072,1266,2009,0,13152,350353,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,8,1,17,7,56,874,54,820,0,153,388,199,0,0,0,0,0,289051,3141,165536,22176,
22-03 22:09:17,3.769,1.256,94.849,0.126,0,0,0,0,0,0,17,0,0.250,4.170,3.650,3463966720,1875644416,193798144,10596712448,0,0,1,0,0,0,0,1835008,1021571072,1098,1803,0,13152,350353,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,8,1,17,7,56,874,54,820,0,72,120,223,0,0,0,0,0,289051,3141,165542,22176,
22-03 22:09:18,3.783,0.883,95.334,0,0,0,0,0,0,0,16,0,0.250,4.170,3.650,3460317184,1879289856,193798144,10596192256,0,358,0,0,0,0,0,1835008,1021571072,1125,1903,0,13152,350352,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,8,1,17,7,56,874,54,820,0,27,264,962,0,0,0,0,0,289051,3141,166432,22176,
22-03 22:09:19,4.545,2.904,91.919,0.631,0,0,18743296,0,0,0,47,0,0.250,4.170,3.650,3457232896,1882906624,193798144,10596184064,0,0,1,0,8,0,2382,1835008,1021571072,3084,9192,0,13152,350285,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,8,1,17,7,56,874,54,820,0,1544,3751,3876,0,0,0,0,0,289051,3141,167289,22176,
22-03 22:09:20,4.906,1.635,93.333,0.126,0,0,1540096,0,0,0,16,0,0.250,4.170,3.650,3457904640,1882284032,193810432,10595856384,0,920,0,0,8,0,42,1835008,1021571072,1429,3325,0,13152,350287,0,0,6,56,12,10,58,0,1078,18,23,0,0,7,11,0,8,1,20,7,56,874,54,820,0,1292,1619,1751,0,0,0,0,0,289051,3141,167101,22176,
22-03 22:09:21,3.409,1.136,95.455,0,0,0,0,0,0,0,29,0,0.230,4.100,3.630,3457851392,1882316800,193810432,10597191680,1608,2971,0,0,0,0,0,1835008,1021571072,1197,2042,0,13152,350289,0,0,6,56,12,10,58,0,1078,18,23,0,0,7,11,0,7,1,20,7,56,874,54,820,0,102,547,297,0,0,0,0,0,289051,3141,167171,22176,
22-03 22:09:22,4.255,1.252,94.368,0.125,0,0,0,0,0,0,16,0,0.230,4.100,3.630,3455954944,1884135424,193810432,10595696640,0,920,1,0,0,0,0,1835008,1021571072,1297,2046,0,13152,350307,0,0,6,56,12,10,58,0,1078,18,23,0,0,7,11,0,7,1,20,7,56,874,54,820,0,156,296,924,0,0,0,0,0,289051,3141,167615,22176,
22-03 22:09:23,3.909,0.883,95.208,0,0,0,0,0,0,0,17,0,0.230,4.100,3.630,3456208896,1883881472,193810432,10596220928,0,920,0,0,0,0,0,1835008,1021571072,1217,2112,0,13152,350308,0,0,6,56,12,10,58,0,1078,18,23,0,0,7,11,0,7,1,20,7,56,874,54,820,0,250,252,141,0,0,0,0,0,289051,3141,167553,22176,
22-03 22:09:24,4.397,1.759,93.467,0.377,0,0,745472,0,0,0,15,0,0.230,4.100,3.630,3455946752,1884139520,193818624,10595692544,0,358,0,0,8,0,16,1835008,1021571072,1364,3156,0,13152,350317,0,0,6,56,12,10,58,0,1078,18,23,0,0,7,11,0,7,1,20,7,56,874,54,820,0,1633,1901,1741,0,0,0,0,0,289051,3141,167616,22176,
22-03 22:09:25,4.304,1.646,94.051,0,0,0,0,0,0,0,56,0,0.230,4.100,3.630,3456696320,1883287552,193818624,10596319232,503,1256,0,0,8,0,0,1835008,1021571072,1474,3820,0,13152,350316,0,0,6,56,12,10,58,0,1076,19,20,0,0,7,10,1,7,2,17,7,56,874,54,820,0,1340,1568,1430,0,0,0,0,0,289051,3141,167408,22176,
22-03 22:09:26,3.518,1.131,95.226,0.126,0,0,0,0,0,0,41,0,0.210,4.030,3.610,3456954368,1883029504,193818624,10596052992,17700,5335,0,0,0,0,0,1835008,1021571072,1287,2268,0,13152,350315,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,8,1,17,7,56,874,54,820,0,3,137,274,0,0,0,0,0,289051,3141,167296,22176,
22-03 22:09:27,3.778,1.385,94.836,0,0,0,0,0,0,0,17,0,0.210,4.030,3.610,3457392640,1882574848,193818624,10597142528,167,187,0,0,1,0,0,1835008,1021571072,1233,2088,0,13152,350317,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,8,1,17,7,56,874,54,820,0,741,686,342,0,0,0,0,0,289051,3141,167234,22176,
22-03 22:09:28,3.518,0.879,95.477,0.126,0,0,0,0,0,0,14,0,0.210,4.030,3.610,3457630208,1882337280,193818624,10596052992,0,0,0,0,0,0,0,1835008,1021571072,1080,1799,0,13152,350315,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,8,1,17,7,56,874,54,820,0,24,100,623,0,0,0,0,0,289051,3141,167239,22176,
22-03 22:09:29,5.786,1.258,92.704,0.252,0,0,0,0,0,0,16,0,0.210,4.030,3.610,3458555904,1880850432,193818624,10597945344,0,358,0,0,8,0,0,1835008,1021571072,1583,3912,0,13152,350354,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,2416,3226,2044,0,0,0,0,0,289051,3141,166813,22176,
22-03 22:09:30,3.643,2.010,94.095,0.251,0,0,368640,0,0,0,14,0,0.210,4.030,3.610,3458551808,1880850432,193826816,10596610048,78,106,0,0,8,0,28,1835008,1021571072,1285,3059,0,13152,350352,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,1305,1460,1871,0,0,0,0,0,289051,3141,166813,22176,
22-03 22:09:31,5.500,1.500,92.875,0.125,0,0,0,0,0,0,67,0,0.190,3.960,3.590,3458080768,1881223168,193826816,10596732928,12059,5188,0,0,0,0,0,1835008,1021571072,1458,3025,0,13152,350364,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,771,865,513,0,0,0,0,0,289051,3141,166904,22176,
22-03 22:09:32,3.275,1.259,95.466,0,0,0,0,0,0,0,15,0,0.190,3.960,3.590,3458330624,1880969216,193826816,10596995072,0,0,1,0,0,0,0,1835008,1021571072,1091,1697,0,13152,350364,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,24,120,132,0,0,0,0,0,289051,3141,166780,22176,
22-03 22:09:33,3.894,1.256,94.724,0.126,0,0,0,0,0,0,23,0,0.190,3.960,3.590,3458842624,1880457216,193826816,10596470784,19087,1584,0,0,0,0,0,1835008,1021571072,1086,1915,0,13152,350363,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,96,130,260,0,0,0,0,0,289051,3141,166717,22176,
22-03 22:09:34,3.769,1.759,94.221,0.251,0,0,0,0,0,0,20,0,0.190,3.960,3.590,3460390912,1878908928,193826816,10598043648,4935,770,0,0,8,0,0,1835008,1021571072,1313,2985,0,13152,350363,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1295,1796,1414,0,0,0,0,0,289051,3141,166277,22176,
22-03 22:09:35,4.397,1.759,93.342,0.503,0,0,0,0,0,0,19,0,0.190,3.960,3.590,3460616192,1878683648,193830912,10596708352,240,0,1,1,8,0,0,1835008,1021571072,1295,2990,0,13152,350361,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1523,1426,1806,0,0,0,0,0,289051,3141,166284,22176,
22-03 22:09:36,3.778,1.008,95.214,0,0,0,147456,0,0,0,23,0,0.170,3.900,3.570,3461062656,1878167552,193835008,10597056512,1416,3379,0,0,0,0,32,1835008,1021571072,1289,2941,0,13152,350373,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,264,523,324,0,0,0,0,0,289051,3141,166158,22176,
22-03 22:09:37,4.403,1.258,94.214,0.126,0,0,0,0,0,0,49,0,0.170,3.900,3.570,3461062656,1879236608,193835008,10595463168,15972,2668,0,0,0,0,0,1835008,1021571072,1229,2027,0,13152,350286,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,74,115,498,0,0,0,0,0,289051,3141,166419,22176,
22-03 22:09:38,3.764,1.631,94.605,0,0,0,0,0,0,0,15,0,0.170,3.900,3.570,3451461632,1895493632,193835008,10589331456,0,0,0,0,0,0,0,1835008,1021571072,1056,1717,0,13152,349167,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,3,264,4993,0,0,0,0,0,289051,3141,170388,22176,
22-03 22:09:39,4.282,1.134,94.458,0.126,0,0,0,0,0,0,15,0,0.170,3.900,3.570,3452461056,1894518784,193835008,10589048832,0,358,1,0,8,0,0,1835008,1021571072,1255,2984,0,13152,349175,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1740,1633,1587,0,0,0,0,0,289051,3141,170150,22176,
22-03 22:09:40,4.511,2.130,92.857,0.501,0,0,4521984,0,0,0,19,0,0.170,3.900,3.570,3453100032,1893785600,193835008,10588884992,82,0,0,0,9,0,530,1835008,1021571072,1591,4011,0,13152,349175,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1594,2084,2110,0,0,0,0,0,289051,3141,169909,22176,
22-03 22:09:41,3.657,1.135,95.082,0.126,0,0,1720320,0,0,0,14,0,0.160,3.830,3.550,3453829120,1893044224,193847296,10590457856,0,0,0,0,0,0,20,1835008,1021571072,1125,1818,0,13152,349177,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,75,737,343,0,0,0,0,0,289051,3141,169790,22176,
22-03 22:09:42,3.518,1.256,95.101,0.126,0,0,0,0,0,0,14,0,0.160,3.830,3.550,3452190720,1894682624,193847296,10589126656,0,0,0,0,0,0,0,1835008,1021571072,1094,1721,0,13152,349175,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,32,130,485,0,0,0,0,0,289051,3141,170176,22176,
22-03 22:09:43,3.778,1.385,94.836,0,0,0,0,0,0,0,58,0,0.160,3.830,3.550,3452706816,1894162432,193847296,10589413376,258,294,0,0,0,0,0,1835008,1021571072,1302,1906,0,13152,349186,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,134,402,201,0,0,0,0,0,289051,3141,170126,22176,
22-03 22:09:44,4.654,2.138,92.956,0.252,0,0,311296,0,0,0,15,0,0.160,3.830,3.550,3453427712,1893396480,193859584,10589179904,0,0,0,0,8,0,42,1835008,1021571072,1474,3465,0,13152,349185,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1552,1459,1597,0,0,0,0,0,289051,3141,169813,22176,
22-03 22:09:45,3.904,1.385,94.710,0,0,0,0,0,0,0,16,0,0.160,3.830,3.550,3453915136,1892880384,193859584,10589474816,119,0,1,0,4,0,0,1835008,1021571072,1237,2587,0,13152,349191,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1363,1576,1413,0,0,0,0,0,289051,3141,169750,22176,
22-03 22:09:46,3.522,1.132,95.220,0.126,0,0,0,0,0,0,17,0,0.150,3.770,3.530,3454836736,1891864576,193859584,10589302784,167,187,0,0,4,0,0,1835008,1021571072,1203,2566,0,13152,349195,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,356,491,418,0,0,0,0,0,289051,3141,169439,22176,
22-03 22:09:47,4.020,1.382,94.598,0,0,0,0,0,0,0,24,0,0.150,3.770,3.530,3456643072,1890058240,193859584,10590375936,1249,3192,0,0,0,0,0,1835008,1021571072,1232,2662,0,13152,349198,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,7,571,187,0,0,0,0,0,289051,3141,168942,22176,
22-03 22:09:48,3.909,1.261,94.578,0.252,0,0,0,0,0,0,37,0,0.150,3.770,3.530,3457638400,1889058816,193859584,10589290496,16573,2854,0,0,0,0,0,1835008,1021571072,1209,1921,0,13152,349196,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,289,135,529,0,0,0,0,0,289051,3141,168817,22176,
22-03 22:09:49,4.141,2.133,93.350,0.376,0,0,0,0,0,0,40,0,0.150,3.770,3.530,3458412544,1888296960,193859584,10589302784,175,0,0,0,8,0,0,1835008,1021571072,1479,3170,0,13152,349196,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1361,1550,1426,0,0,0,0,0,289051,3141,168617,22176,
22-03 22:09:50,3.513,1.255,94.981,0.251,0,0,172032,0,0,0,14,0,0.150,3.770,3.530,3457880064,1888784384,193867776,10589597696,0,0,0,0,0,0,26,1835008,1021571072,1113,1849,0,13152,349206,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,620,638,588,0,0,0,0,0,289051,3141,168631,22176,
22-03 22:09:51,4.156,1.511,94.207,0.126,0,0,0,0,0,0,22,0,0.140,3.710,3.510,3458093056,1888563200,193867776,10589081600,820,446,0,0,8,0,0,1835008,1021571072,1428,3245,0,13152,349205,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,782,1055,1275,0,0,0,0,0,289051,3141,168702,22176,
22-03 22:09:52,4.528,1.887,93.585,0,0,0,0,0,0,0,37,0,0.140,3.710,3.510,3458580480,1888071680,193867776,10589609984,12130,5776,0,0,1,0,0,1835008,1021571072,1406,2283,0,13152,349211,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,11,0,7,2,17,7,56,876,54,822,0,725,404,320,0,0,0,0,0,289051,3141,168513,22176,
22-03 22:09:53,3.401,1.511,94.962,0.126,0,0,0,0,0,0,27,0,0.140,3.710,3.510,3458064384,1888587776,193867776,10589085696,1301,1357,0,0,0,0,0,1835008,1021571072,1143,1832,0,13152,349206,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,72,112,235,0,0,0,0,0,289051,3141,168702,22176,
22-03 22:09:54,5.416,2.015,92.317,0.252,0,0,0,0,0,0,14,0,0.140,3.710,3.510,3460136960,1887047680,193867776,10589884416,0,0,0,0,8,0,0,1835008,1021571072,1529,24872,0,13152,349159,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,2887,5108,3284,0,0,0,0,0,289051,3141,168276,22176,
22-03 22:09:55,4.266,1.004,93.726,1.004,0,0,3620864,0,0,0,41,0,0.140,3.710,3.510,3459723264,1887326208,193880064,10588917760,0,0,2,0,0,0,376,1835008,1021571072,1333,2389,0,13152,349157,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,7,576,945,0,0,0,0,0,289051,3141,168453,22176,
22-03 22:09:56,4.774,1.508,93.593,0.126,0,0,0,0,0,0,14,0,0.120,3.640,3.490,3459186688,1887858688,193880064,10588946432,0,0,0,0,8,0,0,1835008,1021571072,1382,3226,0,13152,349158,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1543,1541,1436,0,0,0,0,0,289051,3141,168461,22176,
22-03 22:09:57,3.759,1.629,94.612,0,0,0,0,0,0,0,15,0,0.120,3.640,3.490,3459411968,1887629312,193880064,10588942336,0,0,1,0,0,0,0,1835008,1021571072,1166,1810,0,13152,349167,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,103,135,222,0,0,0,0,0,289051,3141,168468,22176,
22-03 22:09:58,4.271,1.759,93.844,0.126,0,0,0,0,0,0,27,0,0.120,3.640,3.490,3458527232,1888464896,193880064,10588999680,1619,4490,1,0,0,0,0,1835008,1021571072,1297,2805,0,13152,349169,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,37,318,470,0,0,0,0,0,289051,3141,168676,22176,
22-03 22:09:59,4.115,2.743,93.017,0.125,0,0,0,0,0,0,26,0,0.120,3.640,3.490,3457404928,1889583104,193880064,10588995584,15602,1324,0,0,8,0,0,1835008,1021571072,1338,3409,0,13152,349177,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1301,1445,1561,0,0,0,0,0,289051,3141,168945,22176,
